user_id,login_time,ip_address,device_type
user_58,2024-08-26 13:00:00,192.168.1.34,desktop
user_68,2024-08-26 13:00:00,192.168.1.21,tablet
user_14,2024-08-26 13:00:00,192.168.1.16,mobile
user_8,2024-08-26 13:58:00,192.168.1.1,tablet
user_70,2024-08-26 14:00:00,192.168.1.23,mobile
user_37,2024-08-26 14:00:00,192.168.1.37,desktop
user_24,2024-08-26 14:01:00,192.168.1.19,desktop
user_47,2024-08-26 14:20:00,192.168.1.22,desktop
user_90,2024-08-26 14:22:00,192.168.1.39,desktop
user_13,2024-08-26 14:41:00,192.168.1.16,desktop
user_82,2024-08-26 15:00:00,192.168.1.45,mobile
user_46,2024-08-26 15:10:00,192.168.1.30,mobile
user_46,2024-08-26 15:13:00,192.168.1.30,mobile
user_46,2024-08-26 15:27:00,192.168.1.30,mobile
user_46,2024-08-26 15:36:00,192.168.1.30,mobile
user_39,2024-08-26 15:49:00,192.168.1.35,mobile
user_100,2024-08-26 15:56:00,192.168.1.29,tablet
user_45,2024-08-26 16:00:00,192.168.1.6,tablet
user_55,2024-08-26 16:00:00,192.168.1.3,mobile
user_28,2024-08-26 16:00:00,192.168.1.45,tablet
user_89,2024-08-26 16:00:00,192.168.1.32,desktop
user_44,2024-08-26 16:02:00,192.168.1.1,mobile
user_47,2024-08-26 16:09:00,192.168.1.22,mobile
user_13,2024-08-26 16:38:00,192.168.1.16,mobile
user_8,2024-08-26 16:58:00,192.168.1.1,mobile
user_27,2024-08-26 16:58:00,192.168.1.40,desktop
user_68,2024-08-26 17:00:00,192.168.1.1,mobile
user_55,2024-08-26 17:00:00,192.168.1.49,tablet
user_59,2024-08-26 17:00:00,192.168.1.48,desktop
user_33,2024-08-26 17:10:00,192.168.1.10,mobile
user_72,2024-08-26 17:23:00,192.168.1.40,desktop
user_84,2024-08-26 17:29:00,192.168.1.13,desktop
user_27,2024-08-26 17:35:00,192.168.1.40,tablet
user_72,2024-08-26 17:38:00,192.168.1.40,desktop
user_49,2024-08-26 17:41:00,192.168.1.22,tablet
user_8,2024-08-26 17:47:00,192.168.1.1,tablet
user_87,2024-08-26 18:08:00,192.168.1.12,desktop
user_39,2024-08-26 18:08:00,192.168.1.20,mobile
user_71,2024-08-26 18:17:00,192.168.1.18,desktop
user_52,2024-08-26 18:58:00,192.168.1.15,tablet
user_29,2024-08-26 19:00:00,192.168.1.30,tablet
user_84,2024-08-26 19:00:00,192.168.1.49,tablet
user_15,2024-08-26 19:15:00,192.168.1.1,tablet
user_57,2024-08-26 19:19:00,192.168.1.2,tablet
user_35,2024-08-26 19:32:00,203.31.79.158,tablet
user_41,2024-08-26 19:33:00,192.168.1.44,tablet
user_43,2024-08-26 19:44:00,192.168.1.20,desktop
user_27,2024-08-26 19:47:00,192.168.1.40,desktop
user_20,2024-08-26 19:47:00,192.168.1.12,desktop
user_90,2024-08-26 19:48:00,192.168.1.30,tablet
user_21,2024-08-26 19:58:00,192.168.1.37,mobile
user_62,2024-08-26 20:00:00,192.168.1.35,mobile
user_80,2024-08-26 20:12:00,192.168.1.10,desktop
user_67,2024-08-26 20:13:00,192.168.1.9,desktop
user_80,2024-08-26 20:21:00,192.168.1.10,desktop
user_80,2024-08-26 20:35:00,192.168.1.10,desktop
user_78,2024-08-26 20:37:00,192.168.1.20,desktop
user_80,2024-08-26 20:41:00,192.168.1.10,desktop
user_92,2024-08-26 20:55:00,192.168.1.18,desktop
user_80,2024-08-26 20:58:00,192.168.1.10,tablet
user_82,2024-08-26 21:02:00,192.168.1.11,desktop
user_41,2024-08-26 21:05:00,192.168.1.44,desktop
user_40,2024-08-26 21:16:00,192.168.1.11,tablet
user_99,2024-08-26 21:19:00,192.168.1.29,tablet
user_90,2024-08-26 21:29:00,192.168.1.39,tablet
user_46,2024-08-26 21:35:00,192.168.1.30,desktop
user_90,2024-08-26 21:41:00,192.168.1.39,desktop
user_77,2024-08-26 21:50:00,192.168.1.39,desktop
user_41,2024-08-26 21:52:00,192.168.1.44,mobile
user_66,2024-08-26 21:57:00,192.168.1.42,desktop
user_12,2024-08-26 21:58:00,192.168.1.19,desktop
user_25,2024-08-26 22:00:00,192.168.1.7,desktop
user_29,2024-08-26 22:00:00,192.168.1.35,mobile
user_8,2024-08-26 22:00:00,192.168.1.3,tablet
user_80,2024-08-26 22:01:00,192.168.1.10,tablet
user_12,2024-08-26 22:02:00,192.168.1.19,mobile
user_50,2024-08-26 22:14:00,192.168.1.13,desktop
user_87,2024-08-26 22:15:00,192.168.1.7,desktop
user_30,2024-08-26 22:25:00,192.168.1.19,mobile
user_62,2024-08-26 22:42:00,192.168.1.12,desktop
user_33,2024-08-26 22:48:00,192.168.1.10,desktop
user_12,2024-08-26 22:53:00,192.168.1.19,mobile
user_75,2024-08-26 23:00:00,192.168.1.7,desktop
user_35,2024-08-26 23:00:00,192.168.1.36,mobile
user_34,2024-08-26 23:04:00,192.168.1.7,mobile
user_33,2024-08-26 23:08:00,192.168.1.10,desktop
user_82,2024-08-26 23:22:00,192.168.1.9,mobile
user_75,2024-08-26 23:41:00,192.168.1.38,mobile
user_12,2024-08-26 23:43:00,192.168.1.19,tablet
user_34,2024-08-27 00:03:00,192.168.1.7,desktop
user_51,2024-08-27 00:59:00,192.168.1.15,tablet
user_35,2024-08-27 01:00:00,192.168.1.35,mobile
user_16,2024-08-27 01:00:00,192.168.1.35,tablet
user_38,2024-08-27 01:47:00,192.168.1.13,desktop
user_98,2024-08-27 01:47:00,192.168.1.11,desktop
user_39,2024-08-27 02:00:00,192.168.1.49,desktop
user_8,2024-08-27 02:00:00,192.168.1.32,mobile
user_18,2024-08-27 03:00:00,192.168.1.30,desktop
user_13,2024-08-27 03:00:00,192.168.1.28,mobile
user_20,2024-08-27 04:00:00,192.168.1.35,desktop
user_76,2024-08-27 04:04:00,192.168.1.15,desktop
user_52,2024-08-27 04:11:00,192.168.1.15,tablet
user_13,2024-08-27 04:34:00,192.168.1.16,mobile
user_75,2024-08-27 04:47:00,192.168.1.38,desktop
user_51,2024-08-27 04:51:00,192.168.1.15,desktop
user_17,2024-08-27 05:00:00,192.168.1.46,mobile
user_4,2024-08-27 05:00:00,192.168.1.42,mobile
user_24,2024-08-27 05:21:00,192.168.1.28,tablet
user_48,2024-08-27 07:00:00,192.168.1.11,desktop
user_88,2024-08-27 07:00:00,192.168.1.15,tablet
user_48,2024-08-27 07:03:00,192.168.1.35,desktop
user_64,2024-08-27 07:25:00,192.168.1.1,desktop
user_19,2024-08-27 07:46:00,192.168.1.2,mobile
user_13,2024-08-27 07:46:00,192.168.1.16,tablet
user_14,2024-08-27 07:53:00,192.168.1.29,mobile
user_39,2024-08-27 08:00:00,192.168.1.10,mobile
user_27,2024-08-27 08:00:00,192.168.1.48,desktop
user_78,2024-08-27 08:00:00,192.168.1.37,mobile
user_15,2024-08-27 09:00:00,192.168.1.44,desktop
user_58,2024-08-27 09:01:00,192.168.1.11,mobile
user_78,2024-08-27 09:20:00,192.168.1.20,desktop
user_70,2024-08-27 09:33:00,192.168.1.4,tablet
user_14,2024-08-27 10:00:00,192.168.1.39,mobile
user_95,2024-08-27 10:07:00,192.168.1.21,tablet
user_78,2024-08-27 10:15:00,192.168.1.20,mobile
user_45,2024-08-27 10:34:00,192.168.1.6,tablet
user_73,2024-08-27 10:34:00,192.168.1.3,mobile
user_91,2024-08-27 11:01:00,192.168.1.28,desktop
user_5,2024-08-27 11:17:00,192.168.1.11,mobile
user_93,2024-08-27 11:40:00,192.168.1.14,tablet
user_35,2024-08-27 11:48:00,192.168.1.36,tablet
user_48,2024-08-27 11:58:00,192.168.1.35,tablet
user_88,2024-08-27 12:02:00,192.168.1.15,tablet
user_65,2024-08-27 12:03:00,192.168.1.49,tablet
user_88,2024-08-27 12:03:00,192.168.1.15,tablet
user_88,2024-08-27 12:12:00,192.168.1.15,tablet
user_88,2024-08-27 12:27:00,192.168.1.15,tablet
user_60,2024-08-27 12:29:00,192.168.1.31,tablet
user_88,2024-08-27 12:38:00,192.168.1.15,tablet
user_36,2024-08-27 12:39:00,192.168.1.19,desktop
user_88,2024-08-27 12:50:00,192.168.1.15,desktop
user_88,2024-08-27 12:56:00,192.168.1.15,tablet
user_52,2024-08-27 13:04:00,192.168.1.15,mobile
user_52,2024-08-27 13:07:00,192.168.1.15,mobile
user_10,2024-08-27 13:22:00,192.168.1.11,mobile
user_52,2024-08-27 13:25:00,192.168.1.15,mobile
user_10,2024-08-27 13:28:00,192.168.1.11,mobile
user_52,2024-08-27 13:30:00,192.168.1.15,mobile
user_59,2024-08-27 13:31:00,192.168.1.41,desktop
user_10,2024-08-27 13:50:00,192.168.1.39,tablet
user_52,2024-08-27 13:50:00,192.168.1.15,mobile
user_83,2024-08-27 13:53:00,192.168.1.28,mobile
user_73,2024-08-27 14:00:00,192.168.1.3,desktop
user_83,2024-08-27 14:01:00,192.168.1.28,mobile
user_93,2024-08-27 14:07:00,192.168.1.3,tablet
user_93,2024-08-27 14:09:00,192.168.1.3,tablet
user_37,2024-08-27 14:11:00,192.168.1.18,tablet
user_83,2024-08-27 14:16:00,192.168.1.28,mobile
user_8,2024-08-27 14:17:00,192.168.1.1,tablet
user_93,2024-08-27 14:18:00,192.168.1.3,tablet
user_93,2024-08-27 14:20:00,192.168.1.3,tablet
user_93,2024-08-27 14:25:00,192.168.1.3,tablet
user_93,2024-08-27 14:27:00,192.168.1.3,tablet
user_83,2024-08-27 14:31:00,192.168.1.28,mobile
user_93,2024-08-27 14:35:00,192.168.1.3,tablet
user_83,2024-08-27 14:37:00,192.168.1.28,mobile
user_83,2024-08-27 14:39:00,192.168.1.28,mobile
user_83,2024-08-27 14:48:00,192.168.1.28,mobile
user_44,2024-08-27 14:49:00,192.168.1.1,desktop
user_83,2024-08-27 14:54:00,192.168.1.28,mobile
user_83,2024-08-27 14:56:00,192.168.1.28,mobile
user_1,2024-08-27 15:00:00,192.168.1.29,desktop
user_45,2024-08-27 15:16:00,192.168.1.38,tablet
user_62,2024-08-27 15:49:00,192.168.1.12,desktop
user_93,2024-08-27 15:51:00,192.168.1.18,mobile
user_46,2024-08-27 16:00:00,192.168.1.14,mobile
user_7,2024-08-27 16:04:00,192.168.1.39,desktop
user_96,2024-08-27 16:05:00,192.168.1.3,desktop
user_54,2024-08-27 16:08:00,192.168.1.1,tablet
user_76,2024-08-27 16:13:00,192.168.1.15,tablet
user_99,2024-08-27 16:19:00,192.168.1.39,mobile
user_99,2024-08-27 16:28:00,192.168.1.39,mobile
user_29,2024-08-27 16:49:00,192.168.1.32,desktop
user_99,2024-08-27 16:50:00,192.168.1.39,mobile
user_37,2024-08-27 16:56:00,192.168.1.18,desktop
user_99,2024-08-27 17:02:00,192.168.1.39,desktop
user_74,2024-08-27 17:08:00,192.168.1.6,mobile
user_16,2024-08-27 17:21:00,192.168.1.6,mobile
user_60,2024-08-27 17:39:00,91.252.49.36,tablet
user_21,2024-08-27 17:43:00,192.168.1.37,desktop
user_87,2024-08-27 17:46:00,192.168.1.12,desktop
user_19,2024-08-27 17:49:00,192.168.1.2,desktop
user_99,2024-08-27 17:51:00,192.168.1.39,tablet
user_6,2024-08-27 17:58:00,192.168.1.28,desktop
user_27,2024-08-27 18:00:00,192.168.1.1,desktop
user_46,2024-08-27 18:00:00,192.168.1.35,tablet
user_50,2024-08-27 18:00:00,192.168.1.13,mobile
user_50,2024-08-27 18:00:00,192.168.1.1,mobile
user_64,2024-08-27 18:00:00,192.168.1.1,mobile
user_64,2024-08-27 18:04:00,192.168.1.1,mobile
user_49,2024-08-27 18:16:00,192.168.1.22,desktop
user_64,2024-08-27 18:19:00,192.168.1.1,mobile
user_50,2024-08-27 18:20:00,192.168.1.35,mobile
user_63,2024-08-27 18:31:00,192.168.1.25,desktop
user_89,2024-08-27 18:31:00,192.168.1.30,desktop
user_85,2024-08-27 18:36:00,192.168.1.42,desktop
user_64,2024-08-27 18:42:00,192.168.1.1,mobile
user_33,2024-08-27 18:43:00,192.168.1.10,desktop
user_64,2024-08-27 18:45:00,192.168.1.1,mobile
user_100,2024-08-27 18:54:00,192.168.1.29,mobile
user_64,2024-08-27 18:58:00,192.168.1.1,mobile
user_63,2024-08-27 19:00:00,192.168.1.38,desktop
user_6,2024-08-27 19:00:00,192.168.1.28,tablet
user_68,2024-08-27 19:00:00,192.168.1.48,mobile
user_40,2024-08-27 19:00:00,192.168.1.1,tablet
user_53,2024-08-27 19:00:00,192.168.1.28,tablet
user_41,2024-08-27 19:06:00,192.168.1.30,tablet
user_33,2024-08-27 19:15:00,192.168.1.10,tablet
user_6,2024-08-27 19:36:00,192.168.1.28,desktop
user_27,2024-08-27 19:41:00,192.168.1.40,mobile
user_5,2024-08-27 19:44:00,192.168.1.11,tablet
user_57,2024-08-27 19:54:00,192.168.1.2,desktop
user_38,2024-08-27 20:00:00,192.168.1.33,mobile
user_27,2024-08-27 20:00:00,192.168.1.30,desktop
user_12,2024-08-27 20:12:00,192.168.1.19,desktop
user_12,2024-08-27 20:12:00,192.168.1.19,desktop
user_12,2024-08-27 20:35:00,192.168.1.19,desktop
user_12,2024-08-27 20:37:00,192.168.1.19,desktop
user_78,2024-08-27 20:45:00,192.168.1.20,tablet
user_65,2024-08-27 20:46:00,45.199.170.163,desktop
user_46,2024-08-27 21:00:00,192.168.1.43,desktop
user_88,2024-08-27 21:00:00,192.168.1.3,mobile
user_53,2024-08-27 21:00:00,192.168.1.3,mobile
user_49,2024-08-27 21:01:00,192.168.1.22,mobile
user_60,2024-08-27 21:26:00,192.168.1.2,mobile
user_12,2024-08-27 21:31:00,192.168.1.19,mobile
user_70,2024-08-27 21:34:00,192.168.1.4,tablet
user_95,2024-08-27 21:41:00,192.168.1.21,mobile
user_70,2024-08-27 22:00:00,192.168.1.44,mobile
user_88,2024-08-27 22:00:00,192.168.1.41,desktop
user_80,2024-08-27 22:32:00,192.168.1.10,mobile
user_78,2024-08-27 22:42:00,192.168.1.20,mobile
user_69,2024-08-27 22:43:00,45.59.26.169,tablet
user_80,2024-08-27 23:00:00,192.168.1.10,mobile
user_5,2024-08-28 00:00:00,192.168.1.4,tablet
user_95,2024-08-28 00:00:00,192.168.1.21,tablet
user_91,2024-08-28 00:00:00,192.168.1.35,desktop
user_50,2024-08-28 00:00:00,192.168.1.11,mobile
user_25,2024-08-28 00:00:00,192.168.1.4,desktop
user_61,2024-08-28 00:24:00,192.168.1.25,mobile
user_82,2024-08-28 00:36:00,192.168.1.11,tablet
user_89,2024-08-28 00:53:00,192.168.1.30,tablet
user_79,2024-08-28 00:57:00,192.168.1.20,mobile
user_81,2024-08-28 01:00:00,192.168.1.23,mobile
user_16,2024-08-28 01:38:00,192.168.1.6,mobile
user_26,2024-08-28 01:48:00,192.168.1.16,tablet
user_52,2024-08-28 02:00:00,192.168.1.41,mobile
user_94,2024-08-28 02:00:00,192.168.1.49,tablet
user_15,2024-08-28 04:00:00,192.168.1.1,tablet
user_98,2024-08-28 04:00:00,192.168.1.43,mobile
user_47,2024-08-28 04:05:00,192.168.1.22,tablet
user_100,2024-08-28 04:39:00,192.168.1.29,desktop
user_32,2024-08-28 05:00:00,192.168.1.13,desktop
user_76,2024-08-28 05:09:00,192.168.1.15,desktop
user_42,2024-08-28 05:16:00,192.168.1.13,tablet
user_19,2024-08-28 05:17:00,192.168.1.2,desktop
user_42,2024-08-28 05:46:00,192.168.1.13,desktop
user_18,2024-08-28 06:00:00,192.168.1.46,desktop
user_15,2024-08-28 06:00:00,192.168.1.32,tablet
user_42,2024-08-28 06:00:00,192.168.1.16,mobile
user_26,2024-08-28 06:09:00,192.168.1.16,tablet
user_14,2024-08-28 06:37:00,192.168.1.29,desktop
user_48,2024-08-28 06:41:00,192.168.1.35,tablet
user_39,2024-08-28 07:00:00,192.168.1.23,mobile
user_75,2024-08-28 07:00:00,192.168.1.3,mobile
user_72,2024-08-28 07:09:00,192.168.1.40,desktop
user_89,2024-08-28 08:00:00,192.168.1.30,desktop
user_18,2024-08-28 08:13:00,192.168.1.39,tablet
user_85,2024-08-28 08:38:00,192.168.1.42,mobile
user_91,2024-08-28 08:52:00,91.196.146.251,mobile
user_94,2024-08-28 08:59:00,192.168.1.10,desktop
user_51,2024-08-28 09:00:00,192.168.1.19,desktop
user_15,2024-08-28 09:10:00,192.168.1.44,desktop
user_48,2024-08-28 09:41:00,192.168.1.35,tablet
user_58,2024-08-28 10:01:00,192.168.1.4,desktop
user_13,2024-08-28 10:31:00,192.168.1.16,mobile
user_69,2024-08-28 11:00:00,192.168.1.25,tablet
user_49,2024-08-28 11:00:00,192.168.1.34,desktop
user_15,2024-08-28 11:18:00,192.168.1.1,tablet
user_21,2024-08-28 11:18:00,192.168.1.37,desktop
user_93,2024-08-28 11:39:00,192.168.1.3,desktop
user_69,2024-08-28 11:43:00,192.168.1.10,mobile
user_15,2024-08-28 11:46:00,192.168.1.1,tablet
user_15,2024-08-28 11:46:00,192.168.1.1,tablet
user_71,2024-08-28 12:00:00,192.168.1.47,tablet
user_71,2024-08-28 12:00:00,192.168.1.20,tablet
user_1,2024-08-28 12:00:00,192.168.1.28,mobile
user_22,2024-08-28 12:08:00,192.168.1.33,mobile
user_71,2024-08-28 12:15:00,192.168.1.4,mobile
user_43,2024-08-28 13:10:00,192.168.1.20,desktop
user_54,2024-08-28 13:15:00,192.168.1.1,tablet
user_43,2024-08-28 13:17:00,192.168.1.20,desktop
user_43,2024-08-28 13:42:00,192.168.1.20,desktop
user_65,2024-08-28 13:43:00,192.168.1.49,desktop
user_43,2024-08-28 13:54:00,192.168.1.20,desktop
user_13,2024-08-28 13:59:00,192.168.1.16,tablet
user_43,2024-08-28 13:59:00,192.168.1.20,desktop
user_84,2024-08-28 14:00:00,192.168.1.2,mobile
user_98,2024-08-28 14:04:00,192.168.1.11,tablet
user_35,2024-08-28 14:11:00,192.168.1.36,mobile
user_44,2024-08-28 14:12:00,192.168.1.1,mobile
user_35,2024-08-28 14:15:00,192.168.1.36,mobile
user_98,2024-08-28 14:22:00,192.168.1.11,tablet
user_11,2024-08-28 14:25:00,192.168.1.17,desktop
user_39,2024-08-28 14:33:00,192.168.1.20,desktop
user_35,2024-08-28 14:42:00,192.168.1.36,mobile
user_59,2024-08-28 14:45:00,192.168.1.41,desktop
user_35,2024-08-28 14:48:00,192.168.1.36,mobile
user_35,2024-08-28 14:48:00,192.168.1.36,mobile
user_35,2024-08-28 14:49:00,192.168.1.36,mobile
user_35,2024-08-28 14:49:00,192.168.1.36,mobile
user_91,2024-08-28 14:49:00,192.168.1.17,mobile
user_98,2024-08-28 14:51:00,192.168.1.11,tablet
user_63,2024-08-28 14:54:00,192.168.1.25,tablet
user_35,2024-08-28 14:55:00,192.168.1.36,mobile
user_52,2024-08-28 14:58:00,192.168.1.15,tablet
user_49,2024-08-28 15:00:00,192.168.1.36,mobile
user_49,2024-08-28 15:04:00,192.168.1.22,desktop
user_93,2024-08-28 15:11:00,192.168.1.3,desktop
user_29,2024-08-28 15:15:00,192.168.1.32,tablet
user_27,2024-08-28 15:19:00,192.168.1.40,tablet
user_9,2024-08-28 15:23:00,192.168.1.19,tablet
user_78,2024-08-28 15:51:00,192.168.1.20,desktop
user_27,2024-08-28 16:00:00,192.168.1.44,desktop
user_61,2024-08-28 16:00:00,192.168.1.25,mobile
user_37,2024-08-28 16:07:00,192.168.1.18,mobile
user_11,2024-08-28 16:08:00,192.168.1.17,tablet
user_26,2024-08-28 16:12:00,192.168.1.16,desktop
user_7,2024-08-28 16:20:00,192.168.1.39,mobile
user_42,2024-08-28 16:21:00,192.168.1.13,desktop
user_49,2024-08-28 16:46:00,192.168.1.22,tablet
user_33,2024-08-28 17:00:00,192.168.1.25,mobile
user_67,2024-08-28 17:00:00,192.168.1.19,desktop
user_35,2024-08-28 17:00:00,192.168.1.37,tablet
user_21,2024-08-28 17:01:00,192.168.1.20,mobile
user_57,2024-08-28 17:08:00,192.168.1.2,desktop
user_98,2024-08-28 17:15:00,192.168.1.15,tablet
user_84,2024-08-28 17:21:00,192.168.1.13,tablet
user_93,2024-08-28 17:24:00,192.168.1.20,mobile
user_8,2024-08-28 17:29:00,192.168.1.1,tablet
user_93,2024-08-28 18:00:00,192.168.1.3,tablet
user_93,2024-08-28 18:00:00,192.168.1.14,tablet
user_84,2024-08-28 18:00:00,192.168.1.13,mobile
user_32,2024-08-28 18:03:00,192.168.1.38,mobile
user_86,2024-08-28 18:19:00,203.152.240.253,desktop
user_27,2024-08-28 18:22:00,192.168.1.40,desktop
user_65,2024-08-28 18:25:00,192.168.1.49,desktop
user_49,2024-08-28 18:26:00,192.168.1.22,desktop
user_28,2024-08-28 18:43:00,192.168.1.49,desktop
user_8,2024-08-28 18:48:00,192.168.1.1,desktop
user_44,2024-08-28 19:00:00,192.168.1.22,desktop
user_18,2024-08-28 19:04:00,192.168.1.39,desktop
user_73,2024-08-28 19:13:00,192.168.1.3,tablet
user_73,2024-08-28 19:20:00,192.168.1.3,tablet
user_6,2024-08-28 19:42:00,192.168.1.28,tablet
user_73,2024-08-28 19:47:00,192.168.1.3,tablet
user_73,2024-08-28 19:49:00,192.168.1.3,tablet
user_73,2024-08-28 19:54:00,192.168.1.3,tablet
user_73,2024-08-28 19:58:00,192.168.1.3,tablet
user_86,2024-08-28 19:58:00,192.168.1.41,desktop
user_21,2024-08-28 20:00:00,192.168.1.46,mobile
user_24,2024-08-28 20:05:00,192.168.1.41,tablet
user_5,2024-08-28 20:07:00,192.168.1.11,mobile
user_16,2024-08-28 20:10:00,192.168.1.6,desktop
user_82,2024-08-28 20:10:00,192.168.1.32,mobile
user_5,2024-08-28 20:18:00,192.168.1.11,mobile
user_5,2024-08-28 20:25:00,192.168.1.11,mobile
user_12,2024-08-28 20:31:00,192.168.1.19,tablet
user_5,2024-08-28 20:32:00,192.168.1.11,mobile
user_5,2024-08-28 20:40:00,192.168.1.11,mobile
user_12,2024-08-28 20:50:00,192.168.1.19,desktop
user_6,2024-08-28 21:00:00,192.168.1.43,tablet
user_49,2024-08-28 21:00:00,192.168.1.22,tablet
user_90,2024-08-28 21:03:00,192.168.1.39,tablet
user_89,2024-08-28 21:12:00,192.168.1.30,tablet
user_87,2024-08-28 21:19:00,192.168.1.7,desktop
user_62,2024-08-28 21:20:00,192.168.1.12,desktop
user_77,2024-08-28 21:39:00,192.168.1.39,mobile
user_43,2024-08-28 21:41:00,192.168.1.20,tablet
user_98,2024-08-28 21:43:00,192.168.1.11,desktop
user_77,2024-08-28 21:52:00,192.168.1.39,mobile
user_2,2024-08-28 22:00:00,192.168.1.12,desktop
user_47,2024-08-28 22:00:00,192.168.1.40,desktop
user_12,2024-08-28 22:22:00,192.168.1.19,mobile
user_97,2024-08-28 22:39:00,192.168.1.5,tablet
user_80,2024-08-28 22:48:00,192.168.1.10,tablet
user_12,2024-08-28 22:49:00,192.168.1.19,tablet
user_12,2024-08-28 22:57:00,192.168.1.11,mobile
user_14,2024-08-28 23:00:00,192.168.1.37,mobile
user_57,2024-08-28 23:07:00,192.168.1.2,desktop
user_53,2024-08-28 23:12:00,192.168.1.28,mobile
user_64,2024-08-28 23:15:00,192.168.1.1,tablet
user_92,2024-08-28 23:33:00,192.168.1.26,desktop
user_61,2024-08-28 23:34:00,192.168.1.25,mobile
user_80,2024-08-28 23:50:00,185.215.239.168,desktop
user_51,2024-08-29 00:00:00,192.168.1.8,desktop
user_14,2024-08-29 00:00:00,192.168.1.23,mobile
user_64,2024-08-29 00:02:00,192.168.1.1,desktop
user_4,2024-08-29 00:43:00,192.168.1.42,tablet
user_22,2024-08-29 01:00:00,192.168.1.30,desktop
user_75,2024-08-29 01:00:00,192.168.1.38,mobile
user_98,2024-08-29 01:00:00,192.168.1.15,mobile
user_69,2024-08-29 01:00:00,192.168.1.31,mobile
user_13,2024-08-29 01:00:00,192.168.1.16,desktop
user_41,2024-08-29 01:10:00,192.168.1.44,mobile
user_16,2024-08-29 02:00:00,192.168.1.48,tablet
user_97,2024-08-29 02:00:00,192.168.1.9,desktop
user_9,2024-08-29 02:00:00,192.168.1.17,mobile
user_13,2024-08-29 02:25:00,192.168.1.16,mobile
user_15,2024-08-29 03:00:00,192.168.1.18,desktop
user_15,2024-08-29 03:37:00,91.88.77.217,tablet
user_13,2024-08-29 03:41:00,192.168.1.28,tablet
user_17,2024-08-29 03:50:00,192.168.1.9,tablet
user_61,2024-08-29 03:52:00,192.168.1.25,mobile
user_35,2024-08-29 04:00:00,192.168.1.4,tablet
user_35,2024-08-29 04:00:00,192.168.1.1,tablet
user_96,2024-08-29 04:00:00,192.168.1.23,tablet
user_18,2024-08-29 04:13:00,192.168.1.39,tablet
user_18,2024-08-29 04:38:00,192.168.1.39,tablet
user_18,2024-08-29 04:38:00,192.168.1.39,tablet
user_18,2024-08-29 04:39:00,192.168.1.39,tablet
user_18,2024-08-29 04:41:00,192.168.1.39,tablet
user_18,2024-08-29 04:48:00,192.168.1.39,tablet
user_18,2024-08-29 04:48:00,192.168.1.39,tablet
user_18,2024-08-29 04:57:00,192.168.1.39,tablet
user_72,2024-08-29 05:00:00,192.168.1.40,mobile
user_27,2024-08-29 05:00:00,192.168.1.33,desktop
